row_type,category,hash,name,name_en
entry,机器人,"=""7102424959117264971""",机器人小兵 手榴弹,Cyborg's Grenade (Model)
entry,机器人,"=""12008441084326179745""",狂暴者,Berserker
entry,机器人,"=""6116178405309884875""",狂暴者MK2,Berserker MK2
entry,机器人,"=""5743786617162131741""",狂暴者 链锯,Berserker Chainsaw (Model)
entry,机器人,"=""14278331370456096813""",蹂躏者,Devastator
entry,机器人,"=""18198461672611034237""",蹂躏者MK2 移动工厂生产,Devastator MK2 Spawn
entry,机器人,"=""12566139334605762628""",蹂躏者MK3,Devastator MK3
entry,机器人,"=""507720195356997881""",蹂躏者 标准武器,Devastator Gun (Model)
entry,机器人,"=""10828817397904429935""",火箭蹂躏者,Rocket Devastator
entry,机器人,"=""17756861745706792858""",火箭蹂躏者MK2,Rocket Devastator MK2
entry,机器人,"=""17921415124075533547""",重型蹂躏者,Heavy Devastator
entry,机器人,"=""13340847352459495240""",重型蹂躏者MK2,Heavy Devastator MK2
entry,机器人,"=""10514734670540770044""",重型蹂躏者MK3,Heavy Devastator MK3
entry,机器人,"=""3374156467310513484""",重型蹂躏者 机枪,Heavy Devastator Gun (Model)
entry,机器人,"=""17970022205926771882""",重型蹂躏者 盾牌（默认涂装）,Defeat Devastator Shield (Model)
entry,机器人,"=""17875655752828743943""",侦察纵步者,Scout Strider
entry,机器人,"=""3041174345526908898""",侦察纵步 重机枪,Scout Strider HMG (Model)
entry,机器人,"=""17149918388466130800""",侦察纵步 驾驶舱,Scout Strider Cabin (Model)
entry,机器人,"=""10409770290790592053""",强化侦察纵步者,Reinforced Scout Strider
entry,机器人,"=""15261976812381254942""",强化纵步 全包裹驾驶舱,Reinforced Scout Strider Fullcover Cabin (Model)
entry,机器人,"=""12112219792508466627""",强化纵步 发射架（左）,Reinforced Scout Strider Rocke Left (Model)
entry,机器人,"=""4143232374370136320""",强化纵步 发射架（右）,Reinforced Scout Strider Rocke Right (Model)
entry,机器人,"=""17246256129031935938""",战争纵步者,War Strider
entry,机器人,"=""11146468741807915285""",战争纵步 加农炮（右）,War Strider Cannon Right (Model)
entry,机器人,"=""9471740285315897155""",战争纵步 加农炮（左）,War Strider Cannon Left (Model)
entry,机器人,"=""2190700087544369166""",巨型抹煞者,Hulk Obliterator
entry,机器人,"=""9965870354970800749""",巨型抹煞者 火箭发射器,Hulk Obliterator Rocket Launcher (Model)
entry,机器人,"=""10358974322213239449""",巨型抹煞者 旗帜,Hulk Obliterator Flag (Model)
entry,机器人,"=""4469039597602705386""",巨型炙焰者,Hulk Scorcher
entry,机器人,"=""14456228988684753701""",巨型炙焰者 电锯,Hulk Scorcher Saw (Model)
entry,机器人,"=""13490516384643705103""",巨型炙焰者 电锯MK2,Hulk Scorcher Saw MK2 (Model)
entry,机器人,"=""17488789745215357128""",巨型炙焰者 火焰喷射器,Hulk Scorcher Flamer (Model)
entry,机器人,"=""10861016308832836833""",巨型者,Hulk
entry,机器人,"=""1403303179954968823""",巨型碾压者,Hulk Bruiser
entry,机器人,"=""6582409209889722787""",巨型者 机枪,Hulk HMG (Model)
entry,机器人,"=""14427145521595639927""",巨型者 火箭发射器,Hulk Rocket Launcher (Model)
entry,机器人,"=""1585898554922009358""",坦克 轻机枪,Cyborg Tank LMG
entry,机器人,"=""13283381034644230080""",坦克 加农炮塔,Cyborg Tank Cannon Turret
entry,机器人,"=""5892418254001999486""",坦克 加特林,Cyborg Tank Gatling
entry,机器人,"=""6041739005686103399""",湮灭坦克,Annihilator Tank
entry,机器人,"=""3583430772214091149""",湮灭坦克MK2,Annihilator Tank MK2
entry,机器人,"=""10355039786464021751""",湮灭坦克 加农炮塔,Annihilator Tank Heavy Fusion Cannon
entry,机器人,"=""3907162354404645355""",湮灭坦克 加农炮塔 同轴机枪,Annihilator Tank Fusion Repeater
entry,机器人,"=""10892987900330561893""",湮灭坦克 车体重机枪,Annihilator Tank Heavy Fusion Repeater
entry,机器人,"=""14286719829563111324""",碎裂坦克,Shredder Tank
entry,机器人,"=""5289274991058480552""",碎裂坦克 炮塔,Shredder Tank Fusion Autocannon
entry,机器人,"=""7196537832909981064""",铁幕坦克,Barrager Tank
entry,机器人,"=""6707034374626068020""",铁幕坦克 炮塔,Barrager Tank Ballistic Missile
entry,机器人,"=""2895453262415111841""",炮艇,Gunship
entry,机器人,"=""3270354809248583475""",炮艇 机枪,Gunship Turret
entry,机器人,"=""14105761812163438622""",炮艇 火箭槽,Gunship Rocket Pods
entry,机器人,"=""15239773297738004195""",移动工厂,Factory Strider
entry,机器人,"=""3527126521288270458""",移动工厂 带干扰塔,Jammer Factory Strider
entry,机器人,"=""4228803675738017635""",移动工厂 加特林（右）,Factory Strider Gatling (Right)
entry,机器人,"=""4111341420364086640""",移动工厂 加特林MK2（左）,Factory Strider Gatling MK2 (Left)
entry,机器人,"=""5244756512985933074""",移动工厂 加特林MK3,Factory Strider Gatling MK3
entry,机器人,"=""2047310211000472840""",移动工厂 加特林MK4,Factory Strider Gatling MK4
entry,机器人,"=""7672538193198738711""",移动工厂 加特林MK5,Factory Strider Gatling MK5
entry,机器人,"=""9528799688439966563""",移动工厂 连发加农炮,Factory Strider Cannon Turret
entry,机器人,"=""13362656269347635116""",移动工厂 干扰器,Factory Strider Scrambler
entry,机器人,"=""10958708641660631096""",运输船,Dropship
category,炽灼部队-喷火旅-烧烤旅,,,
entry,炽灼部队-喷火旅-烧烤旅,"=""11481777918278298912""",装甲兵（炽灼部队）,Trooper
entry,炽灼部队-喷火旅-烧烤旅,"=""711481103094352835""",激光装甲兵,Incendiary Rocket Trooper
entry,炽灼部队-喷火旅-烧烤旅,"=""9414910092732904122""",炙焰装甲兵,Pyro Trooper
entry,炽灼部队-喷火旅-烧烤旅,"=""17636297115750610289""",炙焰装甲兵 火焰喷射器,Pyro Trooper Flamer (Model)
entry,炽灼部队-喷火旅-烧烤旅,"=""6336865981244592821""",炙焰装甲兵 背包,Pyro Trooper Backpack (Model)
entry,炽灼部队-喷火旅-烧烤旅,"=""619301928082185734""",机枪奇袭者,Incendiary MG Raider
entry,炽灼部队-喷火旅-烧烤旅,"=""16610351617142216522""",奇袭者（炽灼部队）,Incendiary Raider
entry,炽灼部队-喷火旅-烧烤旅,"=""1971339432693544677""",机械统帅（炽灼部队）,Incendiary Commissar
entry,炽灼部队-喷火旅-烧烤旅,"=""13104279481307701677""",狂暴者MK3（炽灼部队）,Incendiary Berserker
entry,炽灼部队-喷火旅-烧烤旅,"=""14536718756304552612""",火箭蹂躏者MK3 （炽灼部队）,Incendiary Rocket Devastator
entry,炽灼部队-喷火旅-烧烤旅,"=""6336231432473988509""",蹂躏者MK3（炽灼部队）,Incendiary Devastator
entry,炽灼部队-喷火旅-烧烤旅,"=""6391373595476922945""",燃烧机枪蹂躏者,Incendiary MG Devastator
entry,炽灼部队-喷火旅-烧烤旅,"=""15128209789296733508""",燃烧机枪蹂躏者 燃烧机枪,Incendiary MG Devastator Gun (Model)
entry,炽灼部队-喷火旅-烧烤旅,"=""16155873629479015795""",烈火蹂躏者,Conflagration Devastator
entry,炽灼部队-喷火旅-烧烤旅,"=""987422936637912356""",烈火蹂躏者 龙息霰弹枪,Conflagration Devastator Gun (Model)
entry,炽灼部队-喷火旅-烧烤旅,"=""18353440541714442743""",蹂躏者 盾牌（炽灼部队）,Incendiary Devastator Shield (Model)
entry,炽灼部队-喷火旅-烧烤旅,"=""1772093692883358428""",巨型炙焰者MK2,Hulk Scorcher MK2
entry,炽灼部队-喷火旅-烧烤旅,"=""7902461295840507538""",巨型烈焰轰炸者,Hulk Firebomber
entry,炽灼部队-喷火旅-烧烤旅,"=""13278526841390790437""",巨型烈焰轰炸者 燃烧榴弹发射器,Hulk Firebomber Grenade Launcher (Model)
entry,炽灼部队-喷火旅-烧烤旅,"=""14031504643976037240""",巨型烈焰轰炸者 旗帜,Hulk Firebomber Flag (Model)
category,喷气旅-跳包旅-自爆旅,,,
entry,喷气旅-跳包旅-自爆旅,"=""5909160229139284606""",喷气装甲兵（崩溃）,Jet Brigade Trooper (Crash)
entry,喷气旅-跳包旅-自爆旅,"=""12614471755071195045""",喷气装甲兵,Jet Brigade Trooper
entry,喷气旅-跳包旅-自爆旅,"=""9614788353289254415""",特攻奇袭者,Jet Brigade Raider
entry,喷气旅-跳包旅-自爆旅,"=""2404044106251363533""",喷气机械统帅,Jet Brigade Commissar
entry,喷气旅-跳包旅-自爆旅,"=""11841423120880866036""",喷气机枪奇袭者,Jet Brigade MG Raider
entry,喷气旅-跳包旅-自爆旅,"=""16349808124409970659""",喷气背包,Jet Brigade Conscript Backpack
entry,喷气旅-跳包旅-自爆旅,"=""15382378127438146468""",喷气狂暴者,Jet Brigade Berserker
entry,喷气旅-跳包旅-自爆旅,"=""13723659040410201638""",喷气蹂躏者,Jet Brigade Devastator
entry,喷气旅-跳包旅-自爆旅,"=""3725568494500552428""",蹂躏者 喷气背包,Jet Brigade Devastator Backpack (Model)
entry,喷气旅-跳包旅-自爆旅,"=""16451308563134815530""",喷气巨型炙焰者,Jet Brigade Hulk Scorcher
entry,喷气旅-跳包旅-自爆旅,"=""3660840294738278623""",喷气巨型碾压者,Jet Brigade Hulk Bruiser
entry,喷气旅-跳包旅-自爆旅,"=""13348889789877682713""",巨型者 喷气背包,Jet Brigade Hulk Backpack (Model)
category,生化人-半机械人-赛博格-老资历,,,
entry,生化人-半机械人-赛博格-老资历,"=""8388657151297660569""",激进先锋（男）,Male Radical
entry,生化人-半机械人-赛博格-老资历,"=""14677717390494571578""",激进先锋（女）,Female Radical
entry,生化人-半机械人-赛博格-老资历,"=""6069394649090569172""",激进先锋 能量霰弹枪,Radical Shotgun (Model)
entry,生化人-半机械人-赛博格-老资历,"=""14095844455824707166""",激进先锋 烟雾弹,Radical Smoke Grenade (Model)
entry,生化人-半机械人-赛博格-老资历,"=""11351366836276126990""",惑乱者（男）,Male Agitator
entry,生化人-半机械人-赛博格-老资历,"=""720026069039790444""",惑乱者（女）,Female Agiator
entry,生化人-半机械人-赛博格-老资历,"=""7437729317726677416""",惑乱者 能量炮,Agitator Hand Cannon (Model)
entry,生化人-半机械人-赛博格-老资历,"=""5283907452281504031""",惑乱者 手榴弹,Agitator Grenade (Model)
entry,生化人-半机械人-赛博格-老资历,"=""13557003672051169255""",噪轰引擎,Vox Engine
entry,生化人-半机械人-赛博格-老资历,"=""3849984664539165667""",噪轰引擎 加特林机枪（右）,Vox Engine Gatling Right
entry,生化人-半机械人-赛博格-老资历,"=""17476252816949674262""",噪轰引擎 加特林机枪（左）,Vox Engine Gatling Left
entry,生化人-半机械人-赛博格-老资历,"=""6997370577610279074""",噪轰引擎 速射加农炮,Vox Engine Cannon Turret
category,机器人-杂项,,,
entry,机器人-杂项,"=""11595118386686545266""",机器人岗亭1,Bot Booth
entry,机器人-杂项,"=""5636559233179871057""",机器人岗亭2,Bot Booth MK2
entry,机器人-杂项,"=""5861687265757701821""",构筑者,Fabricator
entry,机器人-杂项,"=""2507395399702661992""",构筑者MK2,Fabricator MK2
entry,机器人-杂项,"=""17346053465930021216""",构筑者MK3,Fabricator MK3
entry,机器人-杂项,"=""5744599939368375614""",构筑者MK4,Fabricator MK4
entry,机器人-杂项,"=""11648480632094885955""",构筑者MK5,Fabricator MK5
entry,机器人-杂项,"=""4770136952149103182""",巨型构筑者,Bulk Fabricator
entry,机器人-杂项,"=""12154768248238632812""",机器人炮艇塔,Gunship Tower
entry,机器人-杂项,"=""2578414789566162565""",干扰塔,Stratagem Jammer
entry,机器人-杂项,"=""2769960080684004361""",探测塔,Detector Tower
entry,机器人-杂项,"=""7947054938934221308""",指挥碉堡 本体,Command Bunker
entry,机器人-杂项,"=""2993845159545954787""",指挥碉堡 防护墙,Command Bunker Wall
entry,机器人-杂项,"=""14783244423755879381""",指挥碉堡 碉堡重机枪,Command Bunker HMG
entry,机器人-杂项,"=""5996076969140922181""",指挥碉堡 顶部炮塔组,Command Bunker Turret X4
entry,机器人-杂项,"=""11035656831144141243""",机器人 碉堡炮塔,Bunker Turret
entry,机器人-杂项,"=""12587270281642273949""",机器人 防空炮塔,Automaton AA Emplacement
entry,机器人-杂项,"=""18400802241877839954""",机器人 迫击炮塔,Automaton Mortar Emplacement
entry,机器人-杂项,"=""3239012324354685117""",机器人 加农炮塔,Cannon Turret
entry,机器人-杂项,"=""12383542358383909066""",机器人 加农炮塔MK2,Cannon Turret MK2
entry,机器人-杂项,"=""12218137513893139416""",机器人 营地重机枪,Automaton HMG Emplacement
entry,机器人-杂项,"=""3177983950714174823""",机器人 营地机枪,Automaton LMG Emplacement
entry,机器人-杂项,"=""16350010024704713163""",生物处理器,Bio-Processor
entry,机器人-杂项,"=""1217169640955283183""",生物处理器MK2,Bio-Processor MK2
entry,机器人-杂项,"=""18098060624533737194""",生化斯坦城市大门,Cyberstan Wall Gate
entry,机器人-杂项,"=""7705018721877954864""",地雷区,Cyborg Minefield
entry,机器人-杂项,"=""289442314985484474""",地雷区MK2,Cyborg Minefield MK2
entry,机器人-杂项,"=""13919159664058817929""",地雷区MK3,Cyborg Minefield MK3
entry,机器人-杂项,"=""14446953359610197390""",地雷区MK4,Cyborg Minefield MK4
entry,机器人-杂项,"=""5200820166822610051""",地雷区MK5,Cyborg Minefield MK5
entry,机器人-杂项,"=""931605081112590873""",地雷区MK6,Cyborg Minefield MK6
entry,机器人-杂项,"=""8479962019228554418""",地雷区MK7,Cyborg Minefield MK7
entry,机器人-杂项,"=""3578086008623815565""",地雷区MK8,Cyborg Minefield MK8
category,光能族,,,
entry,光能族,"=""8710323923067153479""",无票者（轻型）,Voteless Light
entry,光能族,"=""782675882315451933""",无票者（中型）,Voteless Medium
entry,光能族,"=""4919490090942595835""",无票者（重型）,Voteless Heavy
entry,光能族,"=""7483912604024319283""",肉瘤体,Fleshmob
entry,光能族,"=""12421182327299345565""",守望者,Watcher
entry,光能族,"=""17664382055250362923""",守望者 电弧发射器,Watcher Arc Weapon (Model)
entry,光能族,"=""15726775732878460914""",监视者,Overseer
entry,光能族,"=""641481206831155133""",监视者MK2,Overseer MK2
entry,光能族,"=""9125797115691269161""",监视者 手臂护盾,Overseer Shield
entry,光能族,"=""11276719322983912231""",监视者 等离子法杖,Overseer Lightspear (Model)
entry,光能族,"=""6938491555126425632""",崇高监视者,Elevated Overseer
entry,光能族,"=""934982603467911041""",崇高监视者 等离子步枪,Elevated Overseer Rifle (Model)
entry,光能族,"=""13988996217395781253""",崇高监视者 手榴弹,Elevated Overseer Grenade
entry,光能族,"=""16785366656768074861""",新月监视者,Crescent Overseer
entry,光能族,"=""8093921451952391158""",新月监视者 曲射武器,Crescent Overseer Mortar Gun (Model)
entry,光能族,"=""2388896656612615925""",新月监视者 直射武器,Crescent Overseer Charge Gun (Model)
entry,光能族,"=""10835289456440565066""",猎杀器,Harvester
entry,光能族,"=""15438282343866021807""",猎杀器MK2,Harvester MK2
entry,光能族,"=""14314053197173495724""",猎杀器 激光,Harvester Beam (Model)
entry,光能族,"=""16763036627779227620""",猎杀器 激光MK2,Harvester Broken Beam (Model)
entry,光能族,"=""10214051119573296464""",猎杀器 电弧,Harvester Arc Weapon (Model)
entry,光能族,"=""14665382813931951604""",猎杀器 等离子加农炮,Harvester Plasma Cannon (Model)
entry,光能族,"=""1864924857437116746""",刺魟,Stingray
entry,光能族,"=""10313622237292913323""",刺魟 机炮,Stingray Plasma Cannon (Model)
entry,光能族,"=""17450606859370033415""",利维坦,Leviathan
entry,光能族,"=""17408108687437120663""",利维坦 激光炮 左,Leviathan Beam Turret Left (Model)
entry,光能族,"=""8848249281094032864""",利维坦 激光炮 右,Leviathan Beam Turret Right (Model)
entry,光能族,"=""5635164431422178553""",利维坦 激光炮,Leviathan Beam Turret (Model)
entry,光能族,"=""8422338628769435505""",穿梭舰,Warp Ship
entry,光能族,"=""3705052605744215609""",穿梭舰 护盾,Warp Ship Shield
category,占领者,,,
entry,占领者,"=""3809994927963057822""",突入者,Obtruder
entry,占领者,"=""1837586638104944508""",突入者 武器,Obtruder Weapon (Model)
entry,占领者,"=""2358135177943625061""",证真者,Veracitor
entry,占领者,"=""4989955592422339343""",御门者,Gatekeeper
entry,占领者,"=""15490996401429190081""",御门者 等离子速射炮 右,Gatekeeper Plasma Gatling Right (Model)
entry,占领者,"=""17171643259159907678""",御门者 等离子速射炮 左,Gatekeeper Plasma Gatling Left (Model)
entry,占领者,"=""4408996938478059842""",御门者 等离子狙击 右,Gatekeeper Plasma Sniper Right (Model)
entry,占领者,"=""2987070632088620378""",御门者 等离子狙击 左,Gatekeeper Plasma Sniper Left (Model)
category,光能族-杂项,,,
entry,光能族-杂项,"=""143640464486532219""",落地穿梭舰,Warp Ship Landed
entry,光能族-杂项,"=""3085775354050256750""",入侵的穿梭舰,Warp Ship Invasion
entry,光能族-杂项,"=""13473041482812368650""",统御舰,Overship
entry,光能族-杂项,"=""6462953159517422692""",统御舰 触手,Iluminate Mothership Tentacles
entry,光能族-杂项,"=""5790303516553754358""",统御舰 护盾,Iluminate Mothership Shield
entry,光能族-杂项,"=""6900987403977757693""",背景统御舰,Iluminate Mothership (Vista)
entry,光能族-杂项,"=""528274088261043258""",背景统御舰 触手,Iluminate Mothership Tentacles (Vista)
entry,光能族-杂项,"=""4954274805556844652""",传送门,Illuminate Portal
entry,光能族-杂项,"=""1927693818495203505""",传送门 护盾,Illuminate Portal Shield
entry,光能族-杂项,"=""613393768869121221""",凝视者,Gazer
entry,光能族-杂项,"=""1461651812919345568""",凝视者MK2,Gazer MK2
entry,光能族-杂项,"=""3480210643284562409""",光能族无人机,Illuminate Drone
entry,光能族-杂项,"=""16782621787517956856""",光能族电塔,Illuminate Tesla Tower
entry,光能族-杂项,"=""952558497108237637""",光能族电塔 电弧发射器,Lightning Spire
entry,光能族-杂项,"=""4919873841313881705""",认知干扰器（电源）,Illuminate Scrambler Battery
entry,光能族-杂项,"=""1460819021693492194""",认知干扰器,Illuminate Scrambler
entry,光能族-杂项,"=""7574329335461104885""",光能族巨石,Illuminate Monolith
entry,光能族-杂项,"=""18301184306373976528""",光能族爆炸筒,Illuminate Explosive Barrel
category,可能有点用的内容,,,
entry,可能有点用的内容,"=""13164140782040636665""",无限虫子与机器人增员,Objective Killenemies
entry,可能有点用的内容,"=""4882226405607636345""",无限虫子与机器人增员MK2,Objective Killenemies MK2
entry,可能有点用的内容,"=""14374614348695467343""",鹈鹕坠机动画,Pelican Crash Animation
category,环境效果,,,
entry,环境效果,"=""10920505073297836649""",光能族火力网,Illumination Barrage
entry,环境效果,"=""9396272254309086472""",异界风暴MK1（环境）,Exostorm MK1
entry,环境效果,"=""1900190613275810077""",异界风暴MK2（环境）,Exostorm MK2
entry,环境效果,"=""15232797065911638566""",异界风暴MK3（环境）,Exostorm MK3
entry,环境效果,"=""9418429711517340700""",异界风暴（实体）,Exostorm (Entity)
entry,环境效果,"=""5577427870907951727""",大型异界风暴（环境）,Large Exostorm
entry,环境效果,"=""2291771168896758632""",大型异界风暴（实体）,Large ExoStorm (Entity)
entry,环境效果,"=""10375802719390920449""",敌人轨道轰炸（环境）,Enemy Orbital
entry,环境效果,"=""4822214108367178297""",敌人轨道轰炸（实体）,Enemy Orbital (Entity)
entry,环境效果,"=""14177525508982049922""",星球轰炸（环境）,DSS Planetary Bombardment
entry,环境效果,"=""12523933911409224779""",星球轰炸（实体）,DSS Planetary Bombardment (Entity)
entry,环境效果,"=""6069338700713478060""",飞鹰风暴（环境）,DSS Eagle Storm
entry,环境效果,"=""9717601978335302972""",飞鹰风暴（实体）,DSS Eagle Storm (Entity)
entry,环境效果,"=""2891361835939217733""",飞鹰风暴（占位符）,DSS Eagle Storm (Shell)
entry,环境效果,"=""7367839628474820840""",火山喷发（环境）,Volcanic Activity
entry,环境效果,"=""2918844402145947936""",火山喷发（实体）,Volcanic Activity (Entity)
entry,环境效果,"=""9049165293479258496""",沙尘暴（环境）,Sandstorm
entry,环境效果,"=""15543627206611261570""",沙尘暴（天气）,Sandstorm (Entity)
entry,环境效果,"=""14635045411664702170""",TCS 震颤（环境）,TCS Tremor
entry,环境效果,"=""10412515891379368875""",地震（环境）,Earthquake
entry,环境效果,"=""8850657780063593973""",地震（实体）,Earthquake (Entity)
entry,环境效果,"=""15364628378391745781""",尘卷风（环境）,Dust Devils
entry,环境效果,"=""780403294432782447""",尘卷风（天气）,Dust Devils (Weather)
entry,环境效果,"=""4298962299928679023""",尘卷风（实体）,Dust Devils (Entity)
entry,环境效果,"=""8912550789086281002""",火龙卷（环境）,Fire Tornado
entry,环境效果,"=""3312206059057944298""",火龙卷（天气）,Fire Tornado (Weather)
entry,环境效果,"=""14005216303325302728""",火龙卷（实体）,Fire Tornado (Entity)
entry,环境效果,"=""15445992454365354016""",暴风雪（环境）,Snowstorm
entry,环境效果,"=""17591740805331981563""",暴风雪（天气）,Snowstorm (Weather)
entry,环境效果,"=""13716881457783327350""",离子风暴（环境）,Ion Storm
entry,环境效果,"=""6196760958746040749""",离子风暴（天气）,Ion Storm (Weather)
entry,环境效果,"=""4030485156009350934""",流星风暴（环境）,Meteor Shower
entry,环境效果,"=""2036607187954284541""",流星风暴（实体）,Meteor Shower (Entity)
entry,环境效果,"=""6975936814670258217""",酸雨风暴（环境）,Acid Storm
entry,环境效果,"=""16930826278911679558""",酸雨风暴（天气）,Acid Storm (Weather)
category,新手教程场景物品,,,
entry,新手教程场景物品,"=""4371511811598490931""",绝地潜兵假人,Tutorial Helldiver Dummy
entry,新手教程场景物品,"=""16668812455095794960""",绝地潜兵假人MK2,Tutorial Helldiver Dummy MK2
entry,新手教程场景物品,"=""11329506424240616277""",旗帜,Objective Carry Flag
entry,新手教程场景物品,"=""17902981416659057430""",旗帜任务终端机,Objective Basic Terminal
entry,新手教程场景物品,"=""3306034378071258267""",针刺机,Stab Machine
entry,新手教程场景物品,"=""15341635186769797274""",针刺机地板,Tutorial Crossway Hatch
entry,新手教程场景物品,"=""15749354740743811640""",针刺机地板MK2,Tutorial Zoo One Enemy Hatch
entry,新手教程场景物品,"=""7532632187257416932""",新手教程虫洞,Tutorial Bug Hole Mechanical
entry,新手教程场景物品,"=""6699176282901212749""",新手教程虫洞MK2,Tutorial Bug Hole Mechanical Scavenger
entry,新手教程场景物品,"=""12628840167151644876""",物品柜,Tutorial Weapon Dispenser
entry,新手教程场景物品,"=""1329563596910409350""",冻肉装载火箭,Tutorial Intro Mission Cryo Rocket
entry,新手教程场景物品,"=""1184701852267929014""",桥,Tutorial Rocket Walkway
category,资源物品,,,
entry,资源物品,"=""8776671053425669033""",资源点弹药盒,Resource Points Ammo
entry,资源物品,"=""12525242792979901983""",爆炸筒,Explosive Barrel
entry,资源物品,"=""4291111060798646696""",治疗剂包,Stims Box
entry,资源物品,"=""12219229778730713472""",样本瓶子,Sample Container
entry,资源物品,"=""8074555013069095359""",普通样本MK1,Common Sample MK1
entry,资源物品,"=""12943291850073424771""",普通样本MK2,Common Sample MK2
entry,资源物品,"=""5274502359162322681""",普通样本MK3,Common Sample MK3
entry,资源物品,"=""13741222368367787890""",普通样本MK4,Common Sample MK4
entry,资源物品,"=""3494241250398732730""",普通样本MK5,Common Sample MK5
entry,资源物品,"=""7256596000532615782""",普通样本MK6,Common Sample MK6
entry,资源物品,"=""5771061903247604588""",普通样本MK7,Common Sample MK7
entry,资源物品,"=""5504262545937421089""",普通样本MK8,Common Sample MK8
entry,资源物品,"=""10573539759497526597""",普通样本MK9,Common Sample MK9
entry,资源物品,"=""15304220425359002535""",普通样本MK10,Common Sample MK10
entry,资源物品,"=""16496326307674548889""",普通样本MK11,Common Sample MK11
entry,资源物品,"=""9724339804752659124""",样本,Sample
entry,资源物品,"=""13632525282499700070""",稀有样本MK1,Rare Sample MK1
entry,资源物品,"=""12508512869271882154""",稀有样本MK2,Rare Sample MK2
entry,资源物品,"=""9369996777284288084""",稀有样本（损坏）,Rare Sample MK3
entry,资源物品,"=""11333649286886241306""",超级样本,Super Uranium MK1
entry,资源物品,"=""13030869719813342633""",超级样本（损坏）,Super Uranium MK2
entry,资源物品,"=""12091492214421903915""",永久火焰区域,Flame Zone
entry,资源物品,"=""1180816406173185845""",无限空投仓降落,Unlimited Hellpod Drop
category,瞄具,,,
entry,瞄具,"=""2563338563221276096""",机械瞄具,Iron Sights
entry,瞄具,"=""18057548660621900050""",反射式瞄具,REFLEX SIGHT
entry,瞄具,"=""16679248019497222760""",反射式瞄具 Mk2,REFLEX SIGHT MKII
entry,瞄具,"=""16463087638223290762""",全息式瞄具,HOLOGRAPHIC SIGHT
entry,瞄具,"=""5263755883883179916""",1.5 倍瞄具,"TUBE REDDOT 1,5x"
entry,瞄具,"=""4417202289749475664""",2 倍瞄具,TUBE REDDOT 2x
entry,瞄具,"=""4402481069132887772""",4 倍瞄具,COMBAT SCOPE 4x
entry,瞄具,"=""1872473091043117810""",10 倍瞄具,SNIPER SCOPE 10x
entry,瞄具,"=""11924539088601173343""",10 倍瞄具（沙丘行者）,DUNE WALKER SNIPER SCOPE 10x
entry,瞄具,"=""8287102548341161912""",10 倍瞄具（加速步枪）,SNIPER SCOPE 10x HELGHAST
entry,瞄具,"=""17566682951508615626""",支援武器瞄具,Support Scope
entry,瞄具,"=""13683130201431294801""",磁轨炮瞄具,Railgun Scope
entry,瞄具,"=""6912227352617277315""",手枪反射式瞄具,PISTOL REFLEX SIGHT
entry,瞄具,"=""11388768893657015391""",飞矛瞄具,FAF SPEAR SCOPE
entry,瞄具,"=""9374165754576786577""",莫枪森Holo瞄具(Morgunson Holo),MORGUNSON HOLO-SIGHT
category,下挂,,,
entry,下挂,"=""8377170608278245884""",激光瞄准器,Laser Sight
entry,下挂,"=""3503658004598565718""",激光瞄准器与手电,Laser Sight Flashlight
entry,下挂,"=""16624552526519423065""",手电,Flashlight
entry,下挂,"=""18005146981972618389""",垂直握把,Vertical Grip
entry,下挂,"=""10757409993037698465""",垂直握把带手电,Vertical Grip Flashlight
entry,下挂,"=""4691712668585732061""",直角握把,Angled Foregrip
entry,下挂,"=""4242942856953408323""",直角握把带激光瞄准器,Angled Foregrip With Laser
entry,下挂,"=""1691211542186203143""",进阶垂直握把,Vertical Grip Advanced
entry,下挂,"=""14869254156987147505""",斜握把,Vertical Grip 45 Degree
entry,下挂,"=""2075060160588494788""",进阶直角握把,Angled Foregrip Advanced
entry,下挂,"=""18227067380659170""",无模型手电筒,Empty Flashlight
entry,下挂,"=""16615299789982261049""",无模型激光手电筒,Empty Laser Flashlight
entry,下挂,"=""12223223486608688232""",刺刀,Bayonet
entry,下挂,"=""201944147320653301""",AR/GL-21 幺二 下挂榴弹发射器,Grenade Launcher Grenadier
entry,下挂,"=""11037037794164389181""",SMG/FLAM-34 司炉者 下挂喷火器,Flamerthrower SMG Flamer
entry,下挂,"=""17585969855336787973""",SG-97 扫荡者 加长刺刀,Trenchgun Bayonet
category,弹匣，弹鼓,,,
entry,弹匣，弹鼓,"=""11887883385073101999""",解放者系列 30发短弹匣,"Rifle 5,5x50mm. Standard"
entry,弹匣，弹鼓,"=""8926662546857453171""",解放者系列 45发扩容弹匣,"Rifle 5,5x50mm. Extended"
entry,弹匣，弹鼓,"=""16779953258782481441""",解放者系列 60发扩容弹鼓,"Rifle 5,5x50mm. Drum"
entry,弹匣，弹鼓,"=""3768595176174354520""",AR-23C 解放者卡宾 30发快拔短弹匣,"Rifle 5,5x50mm. Standard Fastreload"
entry,弹匣，弹鼓,"=""3275834919183443858""",AR-23C 解放者卡宾 45发快拔扩容弹匣,"Rifle 5,5x50mm. Extended Fastreload"
entry,弹匣，弹鼓,"=""12970076301082985906""",AR-23C 解放者卡宾 60发快拔弹鼓,"Rifle 5,5x50mm. Drum Carbine"
